id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
2289,AA,1433,BDL,MIA,2,380,205,1
2290,DL,1212,LAX,MSP,2,380,220,1
2291,DL,2414,FLL,JFK,2,380,169,1
2292,EV,5428,LFT,MEM,2,380,83,1
2293,MQ,2985,AGS,DFW,2,380,175,1
2294,UA,132,PDX,ORD,2,381,234,1
2295,DL,1241,GSP,ATL,2,383,63,1
2296,AA,404,MIA,MCO,2,385,60,1
2297,AA,419,BOS,DFW,2,385,270,1
2298,AA,509,DTW,DFW,2,385,185,1
2299,CO,1087,MCO,IAH,2,385,150,1
2300,CO,625,EWR,CLE,2,385,100,1
2301,EV,7305,HSV,MEM,2,385,67,1
2302,EV,7372,GPT,MEM,2,385,83,1
2303,MQ,2782,LEX,DFW,2,385,160,1
2304,OH,6421,EWR,CVG,2,385,140,1
2305,US,220,SAN,PHX,2,385,84,1
2306,WN,1093,BUF,BWI,2,385,90,1
2307,WN,2102,LAS,SJC,2,385,85,1
2308,WN,219,SMF,LAS,2,385,80,1
2309,WN,703,DAL,TUL,2,385,60,1
2310,YV,2903,SBA,PHX,2,385,91,1
2311,UA,491,OKC,DEN,2,387,113,1
2312,9E,4014,IND,DTW,2,390,80,1
2313,9E,4117,ROC,ATL,2,390,145,1
2314,AA,1182,LAX,AUS,2,390,175,1
2315,AA,851,TUL,ORD,2,390,120,1
2316,AS,232,SEA,SAN,2,390,154,1
2317,DL,1370,LGA,BOS,2,390,69,1
2318,DL,1373,BOS,LGA,2,390,82,1
2319,DL,2061,PHL,ATL,2,390,140,1
2320,DL,246,LAX,JFK,2,390,320,1
2321,DL,2613,TYS,ATL,2,390,64,1
2322,EV,5600,VPS,ATL,2,390,90,1
2323,EV,7311,MLU,MEM,2,390,70,1
2324,FL,409,IND,ATL,2,390,104,1
2325,MQ,2738,GSP,DFW,2,390,175,1
2326,AS,108,ANC,SEA,3,30,202,0
2327,DL,1768,LAX,MSP,3,30,220,0
2328,DL,2722,PHX,DTW,3,30,228,0
2329,DL,2055,SLC,ATL,3,50,210,0
2330,AA,2408,LAX,DFW,3,55,170,0
2331,AS,132,ANC,PDX,3,55,215,0
2332,US,498,DEN,CLT,3,55,179,0
2333,B6,98,DEN,JFK,3,59,213,0
2334,CO,1496,LAS,IAH,3,60,162,0
2335,DL,1450,LAS,MSP,3,60,181,0
2336,CO,507,ONT,IAH,3,75,167,0
2337,AS,128,FAI,SEA,3,80,206,0
2338,DL,2223,ANC,SLC,3,85,270,0
2339,AS,112,ANC,SEA,3,90,200,0
2340,AS,114,ANC,SEA,3,150,200,0
2341,B6,766,BQN,MCO,3,240,169,0
2342,B6,768,PSE,MCO,3,262,180,0
2343,OO,4746,BIS,MSP,3,300,85,0
2344,OO,6466,IYK,LAX,3,300,53,0
2345,US,1011,EWR,CLT,3,300,111,0
2346,US,1983,BOS,CLT,3,300,135,0
2347,HA,108,HNL,KOA,3,302,41,0
2348,OO,6900,MKE,ORD,3,302,44,0
2349,9E,3975,GFK,MSP,3,305,68,0
2350,HA,102,HNL,ITO,3,305,49,0
2351,OO,4829,OMA,MSP,3,305,75,0
2352,OO,6505,LMT,SFO,3,315,95,0
2353,US,1640,MCO,CLT,3,315,97,0
2354,US,908,TPA,CLT,3,315,96,0
2355,HA,106,HNL,OGG,3,317,36,0
2356,DL,1276,MSP,ATL,3,320,158,0
2357,CO,1585,MFE,IAH,3,325,64,0
2358,CO,222,MSY,IAH,3,325,70,0
2359,EV,4966,VPS,ATL,3,325,69,0
2360,US,1521,BWI,CLT,3,325,83,0
2361,XE,2827,MAF,IAH,3,325,85,0
2362,9E,3702,RST,MSP,3,330,50,0
2363,AA,1711,BOS,MIA,3,330,210,0
2364,CO,611,EWR,IAH,3,330,233,0
2365,DL,1143,CHS,ATL,3,330,72,0
2366,DL,1511,MSN,DTW,3,330,80,0
2367,DL,1518,MCO,ATL,3,330,84,0
2368,DL,1698,JAX,ATL,3,330,80,0
2369,DL,1842,SAT,ATL,3,330,142,0
2370,DL,1972,TPA,ATL,3,330,85,0
2371,DL,2054,PNS,ATL,3,330,75,0
2372,DL,2112,BHM,ATL,3,330,58,0
2373,DL,2306,LIT,ATL,3,330,97,0
2374,DL,2711,SAV,ATL,3,330,65,0
2375,DL,2995,BNA,ATL,3,330,67,0
2376,EV,4940,OMA,ATL,3,330,147,0
2377,EV,5014,ICT,ATL,3,330,132,0
2378,EV,5044,ECP,ATL,3,330,68,0
2379,EV,5117,DHN,ATL,3,330,70,0
2380,EV,5393,MGM,ATL,3,330,57,0
2381,EV,7108,PWM,IAD,3,330,114,0
2382,OO,6917,ACV,SMF,3,330,65,0
2383,OO,7781,EKO,SLC,3,330,70,0
2384,US,1289,BOS,PHL,3,330,84,0
2385,US,1420,PHL,CLT,3,330,102,0
2386,US,347,PDX,PHX,3,330,148,0
2387,US,913,RIC,CLT,3,330,72,0
2388,XE,3024,HRL,IAH,3,330,70,0
2389,YV,2605,MYR,CLT,3,330,62,0
2390,HA,103,HNL,LIH,3,331,35,0
2391,UA,576,SEA,DEN,3,331,159,0
2392,OO,6644,TUS,DEN,3,333,112,0
2393,YV,7294,SBN,ORD,3,334,46,0
2394,9E,3661,CAK,DTW,3,335,76,0
2395,9E,3725,TVC,DTW,3,335,75,0
2396,9E,3804,CLE,ATL,3,335,128,0
2397,B6,728,BQN,JFK,3,335,231,0
2398,OH,6423,DAY,DTW,3,335,75,0
2399,OO,6698,MFR,PDX,3,335,74,0
2400,XE,2865,MKE,IAH,3,335,174,0
2401,EV,7101,BTV,IAD,3,336,110,0
2402,9E,3998,TLH,ATL,3,338,68,0
2403,9E,4196,TYS,ATL,3,340,57,0
2404,DL,2123,BOS,DTW,3,340,144,0
2405,DL,2597,RIC,ATL,3,340,109,0
2406,DL,2626,FLL,ATL,3,340,118,0
2407,DL,684,AUS,ATL,3,340,134,0
2408,EV,5583,CHA,ATL,3,340,47,0
2409,MQ,4563,CMH,LGA,3,340,100,0
2410,XE,3006,BRO,IAH,3,340,70,0
2411,XE,5970,LAN,ORD,3,340,71,0
2412,9E,3659,ALB,ATL,3,345,183,0
2413,9E,4143,FWA,DTW,3,345,59,0
2414,AA,1141,JFK,MIA,3,345,190,0
2415,AA,1297,DFW,MIA,3,345,160,0
2416,AA,2320,DFW,ORD,3,345,140,0
2417,CO,1677,PHL,IAH,3,345,219,0
2418,CO,1727,BWI,IAH,3,345,208,0
2419,CO,240,AUS,IAH,3,345,55,0
2420,CO,278,SAT,IAH,3,345,54,0
2421,CO,633,LGA,IAH,3,345,235,0
2422,DL,1095,OKC,ATL,3,345,127,0
2423,DL,1506,LAX,DTW,3,345,270,0
2424,DL,1580,SFO,DTW,3,345,270,0
2425,DL,2320,PBI,ATL,3,345,113,0
2426,DL,2481,ORF,ATL,3,345,120,0
2427,DL,2710,DFW,ATL,3,345,132,0
2428,EV,5142,AEX,ATL,3,345,119,0
2429,EV,5218,SYR,ATL,3,345,158,0
2430,EV,5233,BTR,ATL,3,345,97,0
2431,EV,5501,VLD,ATL,3,345,62,0
2432,OH,6264,BDL,CVG,3,345,133,0
2433,OH,6549,MFE,MEM,3,345,118,0
2434,OO,6407,FAT,SFO,3,345,45,0
2435,OO,6647,BZN,DEN,3,345,107,0
2436,OO,6925,PHX,LAX,3,345,85,0
2437,OO,6964,RDM,PDX,3,345,58,0
2438,US,1423,DCA,CLT,3,345,85,0
2439,XE,2919,LFT,IAH,3,345,58,0
2440,XE,5951,CAK,ORD,3,345,95,0
2441,OO,6480,IPL,YUM,3,346,34,0
2442,OO,6843,EAU,CWA,3,346,32,0
2443,UA,756,SFO,DEN,3,348,158,0
2444,B6,107,BUF,JFK,3,350,83,0
2445,DL,1985,DAY,ATL,3,350,114,0
2446,DL,2405,PHL,DTW,3,350,115,0
2447,DL,734,MCI,ATL,3,350,129,0
2448,EV,5165,AGS,ATL,3,350,60,0
2449,FL,331,PHL,ATL,3,350,145,0
2450,MQ,2734,ABI,DFW,3,350,50,0
2451,MQ,2796,GRR,DFW,3,350,175,0
2452,MQ,3014,FAT,LAX,3,350,65,0
2453,MQ,3332,LBB,DFW,3,350,70,0
2454,MQ,3781,LIT,ORD,3,350,105,0
2455,MQ,3892,PHL,ORD,3,350,140,0
2456,MQ,4013,LEX,ORD,3,350,95,0
2457,OH,6629,GRR,DTW,3,350,61,0
2458,9E,4391,MBS,DTW,3,351,59,0
2459,HA,218,HNL,KOA,3,352,41,0
2460,OO,6921,MOD,SFO,3,352,38,0
2461,9E,3955,LBB,MEM,3,355,119,0
2462,9E,4200,TYS,CVG,3,355,64,0
2463,9E,4274,AMA,MEM,3,355,120,0
2464,B6,735,JFK,BQN,3,355,215,0
2465,DL,377,BDL,DTW,3,355,130,0
2466,HA,202,HNL,ITO,3,355,49,0
2467,MQ,2864,SGF,DFW,3,355,90,0
2468,OH,6414,AZO,DTW,3,355,58,0
2469,OO,7014,RDM,SFO,3,355,101,0
2470,9E,3668,TYS,LGA,3,360,131,0
2471,9E,3724,ABE,DTW,3,360,115,0
2472,9E,3755,SWF,DTW,3,360,120,0
2473,9E,3757,BGM,DTW,3,360,103,0
2474,9E,3845,AVP,DTW,3,360,105,0
2475,9E,3850,FNT,DTW,3,360,48,0
2476,9E,3871,BHM,DTW,3,360,125,0
2477,9E,3875,GSP,DTW,3,360,115,0
2478,9E,3893,FWA,ATL,3,360,115,0
2479,9E,3923,IAH,MEM,3,360,95,0
2480,9E,4008,BTV,JFK,3,360,100,0
2481,9E,4058,LAN,DTW,3,360,50,0
2482,9E,4272,ECP,MEM,3,360,90,0
2483,9E,4324,DCA,JFK,3,360,82,0
2484,AA,1056,TUL,DFW,3,360,70,0
2485,AA,1140,SAT,DFW,3,360,65,0
2486,AA,1143,TPA,DFW,3,360,170,0
2487,AA,1215,DCA,DFW,3,360,210,0
2488,AA,1225,COS,DFW,3,360,120,0
2489,AA,1406,OMA,DFW,3,360,125,0
2490,AA,1584,LAS,DFW,3,360,160,0
2491,AA,1596,PDX,DFW,3,360,225,0
2492,AA,1602,ELP,DFW,3,360,100,0
2493,AA,1615,BDL,DFW,3,360,260,0
2494,AA,1631,MSY,MIA,3,360,105,0
2495,AA,1670,AUS,ORD,3,360,165,0
2496,AA,1755,ABQ,DFW,3,360,105,0
2497,AA,1839,OKC,DFW,3,360,60,0
2498,AA,1843,BOS,ORD,3,360,175,0
2499,AA,1878,SMF,DFW,3,360,205,0
2500,AA,1921,EWR,MIA,3,360,185,0
2501,AA,1965,STL,DFW,3,360,115,0
2502,AA,1994,IAH,MIA,3,360,135,0
2503,AA,2103,IAD,MIA,3,360,160,0
2504,AA,2299,DTW,MIA,3,360,190,0
2505,AA,445,DCA,ORD,3,360,125,0
2506,AA,526,SFO,DFW,3,360,215,0
2507,AA,548,LAX,ORD,3,360,240,0
2508,AA,654,PHX,DFW,3,360,130,0
2509,AA,708,AUS,DFW,3,360,60,0
2510,AS,454,SEA,LAX,3,360,150,0
2511,AS,55,ANC,FAI,3,360,58,0
2512,AS,600,SEA,LAS,3,360,143,0
2513,AS,62,FAI,ANC,3,360,70,0
2514,AS,81,SEA,ANC,3,360,219,0
2515,B6,1133,SYR,JFK,3,360,85,0
2516,B6,155,JFK,MCO,3,360,168,0
2517,B6,162,RSW,JFK,3,360,156,0
2518,B6,1695,BOS,MCO,3,360,192,0
2519,B6,19,BTV,JFK,3,360,84,0
2520,B6,247,OAK,LGB,3,360,77,0
2521,B6,371,LGA,FLL,3,360,174,0
2522,B6,442,TPA,BOS,3,360,167,0
2523,B6,45,ROC,JFK,3,360,83,0
2524,B6,52,MCO,JFK,3,360,141,0
2525,B6,701,JFK,SJU,3,360,218,0
2526,CO,1045,CLE,IAH,3,360,190,0
2527,CO,1428,CLT,IAH,3,360,180,0
2528,CO,1810,SMF,IAH,3,360,220,0
2529,CO,308,PDX,IAH,3,360,238,0
2530,CO,759,DCA,IAH,3,360,206,0
2531,CO,89,IAH,EWR,3,360,200,0
2532,DL,1084,ANC,MSP,3,360,326,0
2533,DL,1106,SEA,SLC,3,360,120,0
2534,DL,1157,CMH,ATL,3,360,110,0
2535,DL,1181,RSW,ATL,3,360,110,0
2536,DL,1249,PWM,ATL,3,360,192,0
2537,DL,1297,JFK,ATL,3,360,168,0
2538,DL,1301,IND,ATL,3,360,105,0
2539,DL,1371,BOS,LGA,3,360,68,0
2540,DL,1401,BOS,ATL,3,360,190,0
2541,DL,1445,DCA,DTW,3,360,102,0
2542,DL,1447,LGA,ATL,3,360,167,0
2543,DL,1504,MCI,DTW,3,360,118,0
2544,DL,1602,LAS,ATL,3,360,223,0
2545,DL,1625,BWI,ATL,3,360,120,0
2546,DL,1767,CLT,DTW,3,360,115,0
2547,DL,1889,CVG,ATL,3,360,103,0
2548,DL,1949,RDU,ATL,3,360,87,0
2549,DL,2205,MDW,ATL,3,360,120,0
2550,DL,2480,SEA,DTW,3,360,253,0
2551,DL,2530,BZN,MSP,3,360,138,0
2552,DL,2581,SDF,ATL,3,360,84,0
2553,DL,2806,SFO,MSP,3,360,222,0
2554,DL,2816,LAS,DTW,3,360,233,0
2555,DL,725,SFO,SLC,3,360,113,0
2556,EV,4942,JAX,DCA,3,360,112,0
2557,EV,4946,ABY,ATL,3,360,50,0
2558,EV,4979,TRI,ATL,3,360,67,0
2559,EV,4998,XNA,ATL,3,360,119,0
2560,EV,5011,ROA,DTW,3,360,98,0
2561,EV,5027,MLI,ATL,3,360,130,0
2562,EV,5079,LYH,ATL,3,360,85,0
2563,EV,5141,EVV,ATL,3,360,80,0
2564,EV,5169,HPN,ATL,3,360,151,0
2565,EV,5265,SYR,DTW,3,360,115,0
2566,EV,5275,FAY,ATL,3,360,86,0
2567,EV,5313,EWN,ATL,3,360,98,0
2568,EV,5316,CSG,ATL,3,360,44,0
2569,EV,5366,SGF,ATL,3,360,119,0
2570,EV,5479,LFT,ATL,3,360,120,0
2571,EV,5491,OAJ,ATL,3,360,98,0
2572,EV,5507,CHO,ATL,3,360,102,0
2573,EV,5605,ROA,ATL,3,360,86,0
2574,EV,7070,ROA,ORD,3,360,116,0
2575,EV,7086,DAY,IAD,3,360,90,0
2576,EV,7097,CMH,ORD,3,360,82,0
2577,EV,7116,JFK,IAD,3,360,81,0
2578,EV,7323,BMI,ATL,3,360,115,0
2579,EV,7378,DEN,CVG,3,360,158,0
2580,FL,143,DTW,ATL,3,360,125,0
2581,AA,269,SFO,IAH,3,15,205,1
2582,US,1558,PHX,CLT,3,15,222,1
2583,AA,2400,LAX,DFW,3,20,165,1
2584,AA,2466,SFO,DFW,3,20,195,1
2585,CO,1094,LAX,IAH,3,30,181,1
2586,DL,2606,SFO,MSP,3,35,216,1
2587,AA,2538,LAS,ORD,3,40,200,1
2588,CO,223,ANC,SEA,3,49,201,1
2589,DL,1646,PHX,ATL,3,50,212,1
2590,HA,17,LAS,HNL,3,100,380,1
2591,US,122,ANC,PHX,3,113,327,1
2592,HA,206,HNL,OGG,3,300,36,1
2593,OH,6338,GSO,ATL,3,315,93,1
2594,US,149,SEA,PHX,3,315,166,1
2595,9E,3854,DLH,MSP,3,320,58,1
2596,OO,4651,FAR,MSP,3,320,62,1
2597,OO,4719,LWS,SLC,3,328,87,1
2598,9E,3775,ALB,DTW,3,330,120,1
2599,9E,3886,DSM,ATL,3,330,135,1
2600,EV,5532,CAE,ATL,3,330,64,1
2601,US,1732,ATL,CLT,3,330,68,1
2602,XE,2263,BTR,IAH,3,330,72,1
2603,AA,674,ORD,MIA,3,335,185,1
2604,CO,463,ORD,IAH,3,335,164,1
2605,CO,214,DFW,IAH,3,340,59,1
2606,XE,2616,LRD,IAH,3,340,66,1
2607,XE,3015,CRP,IAH,3,340,59,1
2608,9E,3862,SAT,MEM,3,345,119,1
2609,9E,3949,PVD,DTW,3,345,135,1
2610,DL,1112,PIT,ATL,3,345,131,1
2611,DL,2939,DCA,ATL,3,345,120,1
2612,EV,5362,SHV,ATL,3,345,123,1
2613,OO,3099,OMA,MKE,3,349,81,1
2614,9E,3718,ERI,DTW,3,350,65,1
2615,DL,1248,IAH,ATL,3,350,130,1
2616,DL,2387,MKE,ATL,3,350,129,1
2617,MQ,3632,CLT,MIA,3,350,120,1
2618,MQ,3842,MSP,ORD,3,350,95,1
2619,OH,6498,ORD,ATL,3,350,128,1
2620,9E,3935,EWR,DTW,3,355,130,1
2621,OH,6262,OMA,DTW,3,355,137,1
2622,9E,3795,SBN,CVG,3,360,60,1
2623,9E,3957,ATW,MSP,3,360,76,1
2624,9E,3985,DSM,MEM,3,360,100,1
2625,9E,4026,ORF,DTW,3,360,125,1
2626,9E,4239,ITH,DTW,3,360,97,1
2627,AA,2037,BNA,MIA,3,360,135,1
2628,AA,2060,SEA,ORD,3,360,245,1
2629,AA,2203,LGA,MIA,3,360,190,1
2630,AA,2301,ORD,DFW,3,360,150,1
2631,AA,528,LAX,MIA,3,360,280,1
2632,AA,552,SFO,MIA,3,360,315,1
2633,B6,1001,BOS,JFK,3,360,71,1
2634,B6,1224,RDU,BOS,3,360,101,1
2635,B6,370,FLL,LGA,3,360,159,1
2636,B6,68,FLL,JFK,3,360,160,1
2637,CO,1617,MCI,IAH,3,360,118,1
2638,CO,1815,OMA,IAH,3,360,138,1
2639,CO,469,SFO,IAH,3,360,225,1
2640,DL,1831,PDX,SLC,3,360,107,1
2641,DL,2280,STL,ATL,3,360,110,1
2642,DL,2437,CLT,ATL,3,360,82,1
2643,DL,2525,BOS,MSP,3,360,210,1
2644,EV,5374,CAK,ATL,3,360,109,1
2645,EV,5387,GPT,ATL,3,360,80,1
2646,EV,5435,MLU,ATL,3,360,98,1
2647,EV,5460,MOB,ATL,3,360,77,1
2648,EV,5564,ILM,ATL,3,360,88,1
2649,EV,7075,DTW,IAD,3,360,90,1
2650,EV,7100,CAE,ORD,3,360,128,1
2651,F9,225,MDW,DEN,3,360,157,1
2652,F9,377,BOS,MKE,3,360,165,1
2653,FL,912,MKE,BWI,3,360,120,1
2654,FL,967,ACY,ATL,3,360,135,1
2655,MQ,2750,JAN,DFW,3,360,100,1
2656,MQ,3736,ORD,EWR,3,360,120,1
2657,MQ,3807,ORD,ATL,3,360,120,1
2658,MQ,4114,PIT,ORD,3,360,105,1
2659,MQ,4581,CLT,LGA,3,360,110,1
2660,OO,4802,DFW,SLC,3,360,168,1
2661,OO,4888,COS,MSP,3,360,135,1
2662,OO,6285,MFR,DEN,3,360,155,1
2663,OO,6359,BOI,SFO,3,360,112,1
2664,OO,6399,ORD,MCI,3,360,88,1
2665,OO,6512,CLD,LAX,3,360,40,1
2666,OO,6766,GEG,SFO,3,360,136,1
2667,OO,6836,PAH,ORD,3,360,78,1
2668,OO,6893,ACV,SFO,3,360,82,1
2669,OO,6930,ORD,TYS,3,360,87,1
2670,OO,6997,MKE,ORD,3,360,44,1
2671,OO,7768,SGU,SLC,3,360,73,1
2672,UA,234,OMA,ORD,3,360,96,1
2673,UA,475,CLT,ORD,3,360,133,1
2674,UA,668,ORD,LGA,3,360,127,1
2675,US,2114,LGA,BOS,3,360,62,1
2676,US,86,OMA,PHX,3,360,175,1
2677,US,985,MSY,CLT,3,360,108,1
2678,WN,1067,OAK,SAN,3,360,85,1
2679,WN,1851,ONT,OAK,3,360,80,1
2680,WN,2529,IND,DEN,3,360,185,1
2681,WN,2643,SMF,LAX,3,360,80,1
2682,WN,367,MDW,BNA,3,360,85,1
2683,WN,406,SEA,LAS,3,360,140,1
2684,WN,647,PHX,DEN,3,360,105,1
2685,WN,702,MDW,LAS,3,360,245,1
2686,WN,748,SMF,DEN,3,360,145,1
2687,WN,944,OAK,ONT,3,360,75,1
2688,XE,2143,GSP,IAH,3,360,160,1
2689,XE,2231,JAN,IAH,3,360,77,1
2690,XE,2644,GPT,IAH,3,360,81,1
2691,XE,2652,LEX,IAH,3,360,159,1
2692,XE,2904,GRR,CLE,3,360,58,1
2693,XE,2997,MSP,EWR,3,360,158,1
2694,XE,3047,BHM,IAH,3,360,116,1
2695,XE,5905,ABE,ORD,3,360,136,1
2696,XE,5924,ICT,ORD,3,360,110,1
2697,XE,5983,CLE,IAD,3,360,75,1
2698,XE,5986,FAR,ORD,3,360,112,1
2699,CO,1406,PIT,IAH,3,362,188,1
2700,OO,6991,BHM,ORD,3,364,132,1
2701,9E,3964,ALB,JFK,3,365,90,1
2702,AA,1851,DCA,MIA,3,365,160,1
2703,CO,1093,CMH,IAH,3,365,168,1
2704,MQ,3391,TXK,DFW,3,365,60,1
2705,MQ,3894,XNA,ORD,3,365,100,1
2706,OO,6232,FAT,LAS,3,365,77,1
2707,OO,6722,PSC,DEN,3,365,139,1
2708,OO,6750,ORD,ATL,3,365,124,1
2709,WN,1426,STL,DAL,3,365,110,1
2710,WN,1461,DEN,LAS,3,365,120,1
2711,WN,1481,BNA,DEN,3,365,185,1
2712,WN,1687,STL,DEN,3,365,150,1
2713,WN,1824,MHT,BWI,3,365,110,1
2714,WN,1945,SEA,DEN,3,365,160,1
2715,WN,317,MDW,DEN,3,365,170,1
2716,WN,388,AUS,ELP,3,365,100,1
2717,WN,410,CMH,MDW,3,365,70,1
2718,OO,6369,TUS,SFO,3,367,133,1
2719,AA,488,SEA,DFW,3,370,230,1
2720,AA,700,DFW,LGA,3,370,190,1
2721,DL,2782,MSY,MEM,3,370,83,1
2722,EV,5247,DCA,MEM,3,370,147,1
2723,EV,5612,MEI,ATL,3,370,68,1
2724,F9,653,ATL,DEN,3,370,201,1
2725,MQ,4419,RDU,DCA,3,370,65,1
2726,OH,6340,EWR,MEM,3,370,187,1
2727,OO,4713,RAP,SLC,3,370,104,1
2728,OO,4756,MCI,SLC,3,370,162,1
2729,OO,6850,ORD,MBS,3,370,60,1
2730,US,641,DFW,PHX,3,370,157,1
2731,WN,3762,MSP,STL,3,370,105,1
2732,WN,379,OAK,SEA,3,370,125,1
2733,XE,5998,ROA,IAD,3,370,65,1
2734,9E,3692,FSD,DTW,3,375,130,1
2735,B6,1249,BOS,IAD,3,375,100,1
2736,DL,2154,LAX,ATL,3,375,252,1
2737,EV,4993,ATL,DTW,3,375,110,1
2738,F9,496,CAK,DEN,3,375,202,1
2739,OH,6594,BHM,LGA,3,375,150,1
2740,OO,4478,ORD,SLC,3,375,205,1
2741,US,1517,BDL,DCA,3,375,81,1
2742,WN,1056,STL,LAS,3,375,235,1
2743,WN,1199,OKC,HOU,3,375,85,1
2744,WN,1628,DAL,HOU,3,375,60,1
2745,WN,1915,BDL,BWI,3,375,80,1
2746,WN,2377,PIT,MCO,3,375,150,1
2747,WN,3915,AUS,HOU,3,375,50,1
2748,WN,532,PHX,MDW,3,375,200,1
2749,WN,568,BHM,PHX,3,375,240,1
2750,WN,756,MDW,MCI,3,375,95,1
2751,WN,912,OAK,SNA,3,375,85,1
2752,XE,2072,RIC,IAH,3,375,199,1
2753,UA,16,SAN,ORD,3,378,244,1
2754,AA,1185,RDU,DFW,3,380,200,1
2755,AA,1466,DFW,BOS,3,380,200,1
2756,AA,689,ORF,DFW,3,380,220,1
2757,DL,1212,LAX,MSP,3,380,220,1
2758,DL,2513,MSP,ATL,3,380,167,1
2759,F9,765,AUS,DEN,3,380,133,1
2760,MQ,4004,CVG,ORD,3,380,80,1
2761,OO,4529,OMA,SLC,3,380,156,1
2762,OO,4667,TUL,SLC,3,380,154,1
2763,OO,6974,HDN,DEN,3,380,67,1
2764,WN,1566,ALB,BWI,3,380,95,1
2765,WN,2552,RNO,LAS,3,380,80,1
2766,WN,496,PDX,DEN,3,380,145,1
2767,WN,831,PHL,MDW,3,380,135,1
2768,YV,2934,BFL,PHX,3,380,92,1
2769,FL,1435,PHF,BOS,3,381,89,1
2770,DL,1241,GSP,ATL,3,383,63,1
2771,DL,1260,GEG,SLC,3,384,110,1
2772,CO,1437,TPA,IAH,3,385,142,1
2773,DL,2283,CAE,ATL,3,385,78,1
2774,EV,7372,GPT,MEM,3,385,83,1
2775,F9,790,PDX,DEN,3,385,144,1
2776,MQ,2782,LEX,DFW,3,385,160,1
2777,OH,6421,EWR,CVG,3,385,140,1
2778,OO,4551,RDM,SLC,3,385,101,1
2779,OO,4624,FAT,SLC,3,385,104,1
2780,OO,4645,BTM,SLC,3,385,73,1
2781,WN,3073,PVD,BWI,3,385,90,1
2782,WN,734,DEN,MCI,3,385,105,1
2783,WN,792,DTW,BNA,3,385,105,1
2784,XE,2563,EWR,STL,3,385,172,1
2785,XE,2660,XNA,IAH,3,385,104,1
2786,XE,2927,DCA,CLE,3,385,72,1
2787,XE,2821,ORF,CLE,3,388,107,1
2788,9E,3669,SGF,MEM,3,390,75,1
2789,9E,4001,ORD,MEM,3,390,115,1
2790,9E,4117,ROC,ATL,3,390,145,1
2791,CO,338,EWR,MIA,3,390,187,1
2792,CO,350,EWR,AUS,3,390,260,1
2793,DL,1209,BOS,SLC,3,390,342,1
2794,DL,1254,PNS,ATL,3,390,83,1
2795,DL,1871,BOI,SLC,3,390,70,1
2796,DL,1981,MSP,MEM,3,390,125,1
2797,DL,2061,PHL,ATL,3,390,140,1
2798,DL,2724,BIS,MSP,3,390,79,1
2799,EV,5413,ATW,ATL,3,390,138,1
2800,EV,5600,VPS,ATL,3,390,90,1
2801,EV,7311,MLU,MEM,3,390,70,1
2802,FL,1270,DAY,MCO,3,390,146,1
2803,FL,409,IND,ATL,3,390,104,1
2804,FL,715,CAK,LGA,3,390,98,1
2805,MQ,3007,SBA,LAX,3,390,45,1
2806,MQ,3665,PIT,MIA,3,390,180,1
2807,MQ,4069,BMI,ORD,3,390,50,1
2808,MQ,4187,DSM,ORD,3,390,85,1
2809,OH,6276,CRW,DTW,3,390,79,1
2810,OO,4575,OKC,SLC,3,390,142,1
2811,OO,4657,LEX,MSP,3,390,130,1
2812,OO,4762,PSP,SLC,3,390,102,1
2813,OO,4826,FAR,SLC,3,390,145,1
2814,US,1539,LGA,CLT,3,390,127,1
2815,US,1613,EWR,CLT,3,390,124,1
2816,US,250,SAN,PHX,3,390,84,1
2817,US,654,JFK,PHX,3,390,349,1
2818,US,680,PHX,CLT,3,390,225,1
2819,US,700,LAX,PHL,3,390,300,1
2820,WN,1107,LIT,STL,3,390,70,1
2821,WN,1254,TUS,DEN,3,390,115,1
2822,WN,1326,MHT,MDW,3,390,165,1
2823,WN,1585,MDW,CMH,3,390,70,1
2824,WN,1868,OMA,MDW,3,390,85,1
2825,WN,2459,OKC,DEN,3,390,100,1
2826,WN,249,SJC,LAX,3,390,75,1
2827,WN,2,HOU,DAL,3,390,55,1
2828,WN,324,GEG,DEN,3,390,135,1
2829,WN,459,ONT,DEN,3,390,135,1
2830,WN,779,BWI,MCO,3,390,140,1
2831,XE,2719,GRK,IAH,3,390,60,1
2832,DL,2344,LAS,CVG,4,10,215,0
2833,US,1558,PHX,CLT,4,15,222,0
2834,AA,2400,LAX,DFW,4,20,165,0
2835,AA,2466,SFO,DFW,4,20,195,0
2836,AS,108,ANC,SEA,4,30,202,0
2837,DL,1768,LAX,MSP,4,30,220,0
2838,DL,2722,PHX,DTW,4,30,228,0
2839,AA,2538,LAS,ORD,4,40,200,0
2840,DL,1006,LAX,MSY,4,48,220,0
2841,AA,532,LAS,DFW,4,50,145,0
2842,DL,1646,PHX,ATL,4,50,212,0
2843,DL,2055,SLC,ATL,4,50,210,0
2844,DL,2814,SEA,MSP,4,50,189,0
2845,US,498,DEN,CLT,4,55,179,0
2846,CO,1496,LAS,IAH,4,60,162,0
2847,DL,1450,LAS,MSP,4,60,181,0
2848,CO,507,ONT,IAH,4,75,167,0
2849,AS,128,FAI,SEA,4,80,206,0
2850,DL,2223,ANC,SLC,4,85,270,0
2851,AS,112,ANC,SEA,4,90,200,0
2852,US,122,ANC,PHX,4,113,327,0
